"SampleID","CRA","Error","DC13","Material","Species","Site","Phase","Type","Country","Longitude","Latitude","LocQual","Source","Comments"
"OxA-9948",8090,50,NA,"seeds","Triticum/Hordeum, charred","Catalhöyük East","level XII",NA,"Turkey",32.82,37.65,"C","Cressford 2001. Antiquity 75: 717-725. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Hodder excavation, South Area"
"OxA-9775",8090,55,NA,"seeds","Triticum/ Hordeum, charred","Catalhöyük East","level XII",NA,"Turkey",32.82,37.65,"C","Cressford 2001. Antiquity 75: 717-725. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Hodder excavation, South Area"
"P-782",8092,98,NA,"charcoal",NA,"Catalhöyük East","level X",NA,"Turkey",32.82,37.65,"C","Stuckenrath a Ralph 1965, Cressford 2001. Antiquity 75: 717-725. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Mellaart excavation"
"OxA-9892",8150,50,NA,"seeds","Lens, charred","Catalhöyük East","level pre XII.C",NA,"Turkey",32.82,37.65,"C","Cressford 2001. Antiquity 75: 717-725. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Hodder excavation, South Area"
"OxA-9893",8155,50,NA,"seeds","Triticum/ Scirpus/ Cerealae, charred","Catalhöyük East","level pre XII.D",NA,"Turkey",32.82,37.65,"C","Cressford 2001. Antiquity 75: 717-725. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Hodder excavation, South Area"
"OxA-9777",8160,50,NA,"seeds","Lens, charred","Catalhöyük East","level pre XII.C",NA,"Turkey",32.82,37.65,"C","Cressford 2001. Antiquity 75: 717-725. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Hodder excavation, South Area"
"P-779",8190,99,NA,"charcoal",NA,"Catalhöyük East","level IX",NA,"Turkey",32.82,37.65,"C","Stuckenrath a Ralph 1965, Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Mellaart excavation; Stuckenrath and Ralph 1965: shrine"
"AA-27982",8195,80,NA,"charcoal",NA,"Catalhöyük East","Pre XII.D?",NA,"Turkey",32.82,37.65,"C","Göktürk et al. 2002. Radiochimica Acta 90: 407-410.","Hodder excavation, base of East mound"
"OxA-9778",8240,55,NA,"seeds","Triticum/ Pisum, charred","Catalhöyük East","level pre XII.D",NA,"Turkey",32.82,37.65,"C","Cressford 2001. Antiquity 75: 717-725. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Hodder excavation, South Area"
"PL-980525A",8390,90,NA,"charcoal",NA,"Catalhöyük East","Pre XII.D?",NA,"Turkey",32.82,37.65,"C","Göktürk et al. 2002. Radiochimica Acta 90: 407-410.","Hodder excavation, base of East mound"
"PL-980524A",6940,80,NA,"charcoal",NA,"Catalhöyük West","base of mound",NA,"Turkey",32.82,37.65,"C","Göktürk et al. 2002. Radiochimica Acta 90: 407-410.",NA
"AA-27981",7040,40,NA,"charcoal",NA,"Catalhöyük West","base of mound",NA,"Turkey",32.82,37.65,"C","Göktürk et al. 2002. Radiochimica Acta 90: 407-410.",NA
"GrN-5827",5815,65,NA,"charcoal",NA,"Cayönü","Dark-Faced Burnished Ware Horizon, level 5 (-270 cm)",NA,"Turkey",39.73,38.22,"C","Çambel 1981. In: Cauvin, J. and Sanlaville (eds.) 1981, Préhistore du Levant: Chronologie et organisation de l´éspace depuis les origines jusqu´au VIe millenaire, Colloque International du CNRS, Lyon 1980, Paris: 531-553. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.",NA
"METU-13",5940,150,NA,"soil","charcoal and soil","Cayönü","nd",NA,"Turkey",39.73,38.22,"C","Özbakan 1988. Radiocarbon 30: 351-354.",NA
"GrN-5952",6100,80,NA,"charcoal",NA,"Cayönü","Dark-Faced Burnished Ware Horizon, level 5 (-275, -285 cm)",NA,"Turkey",39.73,38.22,"C","Çambel 1981. In: Cauvin, J. and Sanlaville (eds.) 1981, Préhistore du Levant: Chronologie et organisation de l´éspace depuis les origines jusqu´au VIe millenaire, Colloque International du CNRS, Lyon 1980, Paris: 531-553. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.",NA
"UCLA-1703C",7620,140,NA,"bone","collagen","Cayönü","Large Room Building Subphase, Ir1-6",NA,"Turkey",39.73,38.22,"C","Çambel a Braidwood 1980b, Braidwood a Cambel 1982, Bıçakçı 1998. In: Arsebük et al. (eds.) 1998, Light on Top of the Black Hill. Studies Presented to Halet Çambel-Karatepe´deki Işık. Halet Çambel´ e sunulan yazılar: 137-149. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Bıçakçı 1998: sub-phase 8; phase I-III"
"GrN-16463",8040,60,NA,"charcoal",NA,"Cayönü","Cell Building-Large Room Building Transition",NA,"Turkey",39.73,38.22,"C","Bıçakçı 1998. In: Arsebük et al. (eds.) 1998, Light on Top of the Black Hill. Studies Presented to Halet Çambel-Karatepe´deki Işık. Halet Çambel´ e sunulan yazılar: 137-149. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Bıçakçı 1998: sub-phase 7"
"GrN-5954",8055,75,NA,"charcoal",NA,"Cayönü","Cell Building-Large Room Building Transition",NA,"Turkey",39.73,38.22,"C","Çambel a Braidwood 1980b, Çambel 1981. In: Cauvin, J. and Sanlaville (eds.) 1981, Préhistore du Levant: Chronologie et organisation de l´éspace depuis les origines jusqu´au VIe millenaire, Colloque International du CNRS, Lyon 1980, Paris: 531-553. Bıçakçı 1998. In: Arsebük et al. (eds.) 1998, Light on Top of the Black Hill. Studies Presented to Halet Çambel-Karatepe´deki Işık. Halet Çambel´ e sunulan yazılar: 137-149. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Bıçakçı 1998: sub-phase 7, grill-plan phase"
"GrN-8819",8080,90,NA,"charcoal",NA,"Cayönü","Cell Building-Large Room Building Transition",NA,"Turkey",39.73,38.22,"C","Çambel 1981. In: Cauvin, J. and Sanlaville (eds.) 1981, Préhistore du Levant: Chronologie et organisation de l´éspace depuis les origines jusqu´au VIe millenaire, Colloque International du CNRS, Lyon 1980, Paris: 531-553. Bıçakçı 1998. In: Arsebük et al. (eds.) 1998, Light on Top of the Black Hill. Studies Presented to Halet Çambel-Karatepe´deki Işık. Halet Çambel´ e sunulan yazılar: 137-149. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","8: sub-phase 7"
"UCLA-1703B",8340,250,NA,"human","bone","Cayönü","large room phase, phase I-III",NA,"Turkey",39.73,38.22,"C","Çambel a Braidwood 1980b, Çambel 1981. In: Cauvin, J. and Sanlaville (eds.) 1981, Préhistore du Levant: Chronologie et organisation de l´éspace depuis les origines jusqu´au VIe millenaire, Colloque International du CNRS, Lyon 1980, Paris: 531-553. Braidwood a Cambel 1982, Hours et al. 1994. ASPRO. Travaux de la Maison de l´Orient méditerranéen 24, Paris: Boccard. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.",NA
"GrN-8078",8355,50,NA,"charcoal",NA,"Cayönü","Cell Building Subphase",NA,"Turkey",39.73,38.22,"C","Çambel 1981. In: Cauvin, J. and Sanlaville (eds.) 1981, Préhistore du Levant: Chronologie et organisation de l´éspace depuis les origines jusqu´au VIe millenaire, Colloque International du CNRS, Lyon 1980, Paris: 531-553. Bıçakçı 1998. In: Arsebük et al. (eds.) 1998, Light on Top of the Black Hill. Studies Presented to Halet Çambel-Karatepe´deki Işık. Halet Çambel´ e sunulan yazılar: 137-149. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Bıçakçı 1998: sub-phase 6"
"M-1610",8570,250,NA,"charcoal",NA,"Cayönü","prill-plan phase",NA,"Turkey",39.73,38.22,"C","Barker a Mackey 1968, Crane a Griffin 1968, Çambel a Braidwood 1980b, Çambel 1981. In: Cauvin, J. and Sanlaville (eds.) 1981, Préhistore du Levant: Chronologie et organisation de l´éspace depuis les origines jusqu´au VIe millenaire, Colloque International du CNRS, Lyon 1980, Paris: 531-553. Braidwood a Cambel 1982, Hours et al. 1994. ASPRO. Travaux de la Maison de l´Orient méditerranéen 24, Paris: Boccard. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.",NA
"M-1609",8790,250,NA,"charcoal",NA,"Cayönü","grill-plan phase, phase IV-V",NA,"Turkey",39.73,38.22,"C","Barker a Mackey 1968, Crane a Griffin 1968, Çambel a Braidwood 1980b, Çambel 1981. In: Cauvin, J. and Sanlaville (eds.) 1981, Préhistore du Levant: Chronologie et organisation de l´éspace depuis les origines jusqu´au VIe millenaire, Colloque International du CNRS, Lyon 1980, Paris: 531-553. Braidwood a Cambel 1982, Hours et al. 1994. ASPRO. Travaux de la Maison de l´Orient méditerranéen 24, Paris: Boccard. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.",NA
"GrN-6242",8795,50,NA,"charcoal",NA,"Cayönü","Cobble-Paved Building Subphase, cp1-3",NA,"Turkey",39.73,38.22,"C","Çambel a Braidwood 1980b, Çambel 1981. In: Cauvin, J. and Sanlaville (eds.) 1981, Préhistore du Levant: Chronologie et organisation de l´éspace depuis les origines jusqu´au VIe millenaire, Colloque International du CNRS, Lyon 1980, Paris: 531-553. Bıçakçı 1998. In: Arsebük et al. (eds.) 1998, Light on Top of the Black Hill. Studies Presented to Halet Çambel-Karatepe´deki Işık. Halet Çambel´ e sunulan yazılar: 137-149. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Bıçakçı 1998: sub-phase 5; broad pavement plan, phase iii"
"GrN-8820",8865,45,NA,"charcoal",NA,"Cayönü","Cobble-Paved Building Subphase, cp1-3",NA,"Turkey",39.73,38.22,"C","Çambel 1981. In: Cauvin, J. and Sanlaville (eds.) 1981, Préhistore du Levant: Chronologie et organisation de l´éspace depuis les origines jusqu´au VIe millenaire, Colloque International du CNRS, Lyon 1980, Paris: 531-553. Bıçakçı 1998. In: Arsebük et al. (eds.) 1998, Light on Top of the Black Hill. Studies Presented to Halet Çambel-Karatepe´deki Işık. Halet Çambel´ e sunulan yazılar: 137-149. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Bıçakçı 1998: sub-phase 5"
"GrN-13948",8910,50,NA,"charcoal",NA,"Cayönü","Cobble-Paved Building Subphase, cp1-3,",NA,"Turkey",39.73,38.22,"C","Bıçakçı 1998. In: Arsebük et al. (eds.) 1998, Light on Top of the Black Hill. Studies Presented to Halet Çambel-Karatepe´deki Işık. Halet Çambel´ e sunulan yazılar: 137-149. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Bıçakçı 1998: sub-phase 5"
"GrN-14862",8920,130,NA,"charcoal",NA,"Cayönü","Cobble-Paved Building Subphase, cp1-3",NA,"Turkey",39.73,38.22,"C","Bıçakçı 1998. In: Arsebük et al. (eds.) 1998, Light on Top of the Black Hill. Studies Presented to Halet Çambel-Karatepe´deki Işık. Halet Çambel´ e sunulan yazılar: 137-149. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Bıçakçı 1998: sub-phase 5"
"GrN-6244",8980,80,NA,"charcoal",NA,"Cayönü","Channeled Building Subphase, ch1-4",NA,"Turkey",39.73,38.22,"C","Çambel 1981. In: Cauvin, J. and Sanlaville (eds.) 1981, Préhistore du Levant: Chronologie et organisation de l´éspace depuis les origines jusqu´au VIe millenaire, Colloque International du CNRS, Lyon 1980, Paris: 531-553. Bıçakçı 1998. In: Arsebük et al. (eds.) 1998, Light on Top of the Black Hill. Studies Presented to Halet Çambel-Karatepe´deki Işık. Halet Çambel´ e sunulan yazılar: 137-149. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Bıçakçı 1998: sub-phase 4; grill-plan phase"
"GrN-16462",9040,65,NA,"charcoal",NA,"Cayönü","Grill Building Subphase, late grills, Levels g1-4",NA,"Turkey",39.73,38.22,"C","Özdoğan, M. 1999. In: Özdoğan, M. and Başgelen (eds.) 1999, Neolithic in Turkey. The Cradle of Civilization. New Discoveries, Istanbul: 203-224. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.",NA
"GrN-14860",9040,35,NA,"charcoal",NA,"Cayönü","Channeled Building Subphase, ch1-4",NA,"Turkey",39.73,38.22,"C","Bıçakçı 1998. In: Arsebük et al. (eds.) 1998, Light on Top of the Black Hill. Studies Presented to Halet Çambel-Karatepe´deki Işık. Halet Çambel´ e sunulan yazılar: 137-149. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.","Bıçakçı 1998: sub-phase 4"
"GrN-10359",9050,140,NA,"charcoal",NA,"Cayönü","Round Building Subphase, level r3",NA,"Turkey",39.73,38.22,"C","Braidwood a Braidwood (eds.) 1982, Özdoğan, M. 1999. In: Özdoğan, M. and Başgelen (eds.) 1999, Neolithic in Turkey. The Cradle of Civilization. New Discoveries, Istanbul: 203-224. Thissen 2002a. In: Gérard and Thissen (eds.) 2002, The Neolithic of Central Anatolia. Internal Developments and External Relations During the 9th-6th Millennia cal BC. Proceedings of the CANeW Table Ronde, Istanbul 23-24 November 2001, Istanbul, Ege Publishing Co., Istanbul: 299-337.",NA
